intervencion,radio_establecido_km,ubigeo_intervencion,distrito_intervencion_completo,ubigeo_vecino,distrito_vecino_completo,ranking,nombre_cultivo,freq_año_previo,freq_año_post
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040128,"YURA (AREQUIPA, AREQUIPA)",2,arveja grano verde,5,9
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040128,"YURA (AREQUIPA, AREQUIPA)",3,cebolla,5,13
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040128,"YURA (AREQUIPA, AREQUIPA)",4,haba grano verde,5,6
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040128,"YURA (AREQUIPA, AREQUIPA)",5,papa blanca,5,6
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040204,"MARISCAL CACERES (CAMANA, AREQUIPA)",1,arroz cascara,11,1
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040204,"MARISCAL CACERES (CAMANA, AREQUIPA)",2,frijol canario grano seco,3,NA
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040204,"MARISCAL CACERES (CAMANA, AREQUIPA)",3,zapallo,3,NA
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040204,"MARISCAL CACERES (CAMANA, AREQUIPA)",4,ajo,1,NA
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040204,"MARISCAL CACERES (CAMANA, AREQUIPA)",5,cebolla,1,1
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040205,"NICOLAS DE PIEROLA (CAMANA, AREQUIPA)",1,arroz cascara,2,2
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040205,"NICOLAS DE PIEROLA (CAMANA, AREQUIPA)",2,trigo,NA,1
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040208,"SAMUEL PASTOR (CAMANA, AREQUIPA)",1,cebolla,2,9
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040208,"SAMUEL PASTOR (CAMANA, AREQUIPA)",2,cebolla china,2,NA
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040208,"SAMUEL PASTOR (CAMANA, AREQUIPA)",3,culantro,2,NA
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040208,"SAMUEL PASTOR (CAMANA, AREQUIPA)",4,guayabo,2,3
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040208,"SAMUEL PASTOR (CAMANA, AREQUIPA)",5,guanabano,1,1
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040401,"APLAO (CASTILLA, AREQUIPA)",1,maiz chala,27,15
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040401,"APLAO (CASTILLA, AREQUIPA)",2,alfalfa,19,9
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040401,"APLAO (CASTILLA, AREQUIPA)",3,palto,11,7
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040401,"APLAO (CASTILLA, AREQUIPA)",4,vainita,7,NA
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040401,"APLAO (CASTILLA, AREQUIPA)",5,higuera,5,8
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040407,"HUANCARQUI (CASTILLA, AREQUIPA)",1,arroz cascara,12,NA
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040407,"HUANCARQUI (CASTILLA, AREQUIPA)",2,mango,5,NA
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040407,"HUANCARQUI (CASTILLA, AREQUIPA)",3,maiz choclo,4,NA
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040407,"HUANCARQUI (CASTILLA, AREQUIPA)",4,papa blanca,4,NA
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040407,"HUANCARQUI (CASTILLA, AREQUIPA)",5,palto,3,NA
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040413,"URACA (CASTILLA, AREQUIPA)",1,arroz cascara,NA,25
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040413,"URACA (CASTILLA, AREQUIPA)",2,frijol canario grano seco,NA,1
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040413,"URACA (CASTILLA, AREQUIPA)",3,maiz chala,NA,4
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040413,"URACA (CASTILLA, AREQUIPA)",4,maiz choclo,NA,1
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040413,"URACA (CASTILLA, AREQUIPA)",5,maiz morado,NA,3
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040507,"HUAMBO (CAYLLOMA, AREQUIPA)",1,alfalfa,10,11
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040507,"HUAMBO (CAYLLOMA, AREQUIPA)",2,oregano,9,12
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040507,"HUAMBO (CAYLLOMA, AREQUIPA)",3,papa blanca,8,2
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040507,"HUAMBO (CAYLLOMA, AREQUIPA)",4,maiz amilaceo,6,5
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040507,"HUAMBO (CAYLLOMA, AREQUIPA)",5,haba grano verde,4,NA
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040508,"HUANCA (CAYLLOMA, AREQUIPA)",1,ajo,NA,2
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040508,"HUANCA (CAYLLOMA, AREQUIPA)",2,alfalfa,NA,20
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040508,"HUANCA (CAYLLOMA, AREQUIPA)",3,haba grano seco,NA,1
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040508,"HUANCA (CAYLLOMA, AREQUIPA)",4,maiz amilaceo,NA,6
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040508,"HUANCA (CAYLLOMA, AREQUIPA)",5,maiz choclo,NA,1
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040511,"LLUTA (CAYLLOMA, AREQUIPA)",1,alfalfa,109,74
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040511,"LLUTA (CAYLLOMA, AREQUIPA)",2,papa blanca,9,8
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040511,"LLUTA (CAYLLOMA, AREQUIPA)",3,maiz amilaceo,6,11
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040511,"LLUTA (CAYLLOMA, AREQUIPA)",4,ajo,2,NA
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040511,"LLUTA (CAYLLOMA, AREQUIPA)",5,maiz choclo,2,NA
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040520,"MAJES (CAYLLOMA, AREQUIPA)",1,maiz chala,125,121
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040520,"MAJES (CAYLLOMA, AREQUIPA)",2,alfalfa,57,37
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040520,"MAJES (CAYLLOMA, AREQUIPA)",3,palto,22,26
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040520,"MAJES (CAYLLOMA, AREQUIPA)",4,higuera,19,15
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040520,"MAJES (CAYLLOMA, AREQUIPA)",5,cebolla,17,14
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040601,"CHUQUIBAMBA (CONDESUYOS, AREQUIPA)",1,alfalfa,30,22
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040601,"CHUQUIBAMBA (CONDESUYOS, AREQUIPA)",2,quinua,2,1
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040601,"CHUQUIBAMBA (CONDESUYOS, AREQUIPA)",3,cebada grano,1,1
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040601,"CHUQUIBAMBA (CONDESUYOS, AREQUIPA)",4,maiz amilaceo,1,3
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040601,"CHUQUIBAMBA (CONDESUYOS, AREQUIPA)",5,zapallo,1,1
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040605,"IRAY (CONDESUYOS, AREQUIPA)",1,alfalfa,21,NA
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040605,"IRAY (CONDESUYOS, AREQUIPA)",2,maiz morado,3,NA
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040605,"IRAY (CONDESUYOS, AREQUIPA)",3,avena forrajera,2,NA
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040605,"IRAY (CONDESUYOS, AREQUIPA)",4,maiz amilaceo,2,NA
Intervención 2018,50,040520,"MAJES (CAYLLOMA, AREQUIPA)",040605,"IRAY (CONDESUYOS, AREQUIPA)",5,papa blanca,2,NA
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040102,"ALTO SELVA ALEGRE (AREQUIPA, AREQUIPA)",1,alfalfa,8,2
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040102,"ALTO SELVA ALEGRE (AREQUIPA, AREQUIPA)",2,arveja grano verde,7,NA
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040102,"ALTO SELVA ALEGRE (AREQUIPA, AREQUIPA)",3,lechuga,5,NA
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040102,"ALTO SELVA ALEGRE (AREQUIPA, AREQUIPA)",4,ajo,4,NA
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040102,"ALTO SELVA ALEGRE (AREQUIPA, AREQUIPA)",5,brocoli,4,NA
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040103,"CAYMA (AREQUIPA, AREQUIPA)",1,alfalfa,10,NA
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040103,"CAYMA (AREQUIPA, AREQUIPA)",2,brocoli,5,NA
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040103,"CAYMA (AREQUIPA, AREQUIPA)",3,arveja grano verde,3,NA
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040103,"CAYMA (AREQUIPA, AREQUIPA)",4,coliflor,2,NA
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040103,"CAYMA (AREQUIPA, AREQUIPA)",5,maiz amarillo duro,2,NA
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040104,"CERRO COLORADO (AREQUIPA, AREQUIPA)",1,arveja grano verde,14,15
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040104,"CERRO COLORADO (AREQUIPA, AREQUIPA)",2,alfalfa,10,26
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040104,"CERRO COLORADO (AREQUIPA, AREQUIPA)",3,cebolla,7,7
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040104,"CERRO COLORADO (AREQUIPA, AREQUIPA)",4,fresa,4,NA
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040104,"CERRO COLORADO (AREQUIPA, AREQUIPA)",5,papa blanca,4,14
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040105,"CHARACATO (AREQUIPA, AREQUIPA)",1,arveja grano verde,7,10
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040105,"CHARACATO (AREQUIPA, AREQUIPA)",2,avena forrajera,7,25
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040105,"CHARACATO (AREQUIPA, AREQUIPA)",3,papa blanca,7,9
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040105,"CHARACATO (AREQUIPA, AREQUIPA)",4,alfalfa,5,28
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040105,"CHARACATO (AREQUIPA, AREQUIPA)",5,haba grano verde,4,7
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040106,"CHIGUATA (AREQUIPA, AREQUIPA)",1,alfalfa,11,24
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040106,"CHIGUATA (AREQUIPA, AREQUIPA)",2,maiz amilaceo,7,6
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040106,"CHIGUATA (AREQUIPA, AREQUIPA)",3,arveja grano verde,2,17
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040106,"CHIGUATA (AREQUIPA, AREQUIPA)",4,avena forrajera,2,12
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040106,"CHIGUATA (AREQUIPA, AREQUIPA)",5,haba grano verde,2,11
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040107,"JACOBO HUNTER (AREQUIPA, AREQUIPA)",1,pasto natural manejado,5,NA
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040107,"JACOBO HUNTER (AREQUIPA, AREQUIPA)",2,alfalfa,3,4
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040107,"JACOBO HUNTER (AREQUIPA, AREQUIPA)",3,maiz morado,2,2
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040107,"JACOBO HUNTER (AREQUIPA, AREQUIPA)",4,ajo,1,NA
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040107,"JACOBO HUNTER (AREQUIPA, AREQUIPA)",5,arveja grano verde,1,NA
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040108,"LA JOYA (AREQUIPA, AREQUIPA)",1,alfalfa,18,23
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040108,"LA JOYA (AREQUIPA, AREQUIPA)",2,maiz chala,9,27
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040108,"LA JOYA (AREQUIPA, AREQUIPA)",3,zanahoria,8,6
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040108,"LA JOYA (AREQUIPA, AREQUIPA)",4,papa blanca,7,8
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040108,"LA JOYA (AREQUIPA, AREQUIPA)",5,papa color,7,NA
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040112,"PAUCARPATA (AREQUIPA, AREQUIPA)",1,ajo,NA,1
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040112,"PAUCARPATA (AREQUIPA, AREQUIPA)",2,alfalfa,NA,1
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040112,"PAUCARPATA (AREQUIPA, AREQUIPA)",3,maiz chala,NA,1
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040112,"PAUCARPATA (AREQUIPA, AREQUIPA)",4,papa blanca,NA,1
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040113,"POCSI (AREQUIPA, AREQUIPA)",1,alfalfa,29,26
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040113,"POCSI (AREQUIPA, AREQUIPA)",2,maiz amilaceo,12,5
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040113,"POCSI (AREQUIPA, AREQUIPA)",3,papa blanca,6,4
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040113,"POCSI (AREQUIPA, AREQUIPA)",4,avena forrajera,3,1
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040113,"POCSI (AREQUIPA, AREQUIPA)",5,cebada grano,2,NA
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040114,"POLOBAYA (AREQUIPA, AREQUIPA)",1,alfalfa,23,59
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040114,"POLOBAYA (AREQUIPA, AREQUIPA)",2,avena forrajera,6,22
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040114,"POLOBAYA (AREQUIPA, AREQUIPA)",3,papa blanca,4,7
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040114,"POLOBAYA (AREQUIPA, AREQUIPA)",4,arveja grano verde,2,NA
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040114,"POLOBAYA (AREQUIPA, AREQUIPA)",5,cebada forrajera,2,5
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040115,"QUEQUEÑA (AREQUIPA, AREQUIPA)",1,alfalfa,19,10
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040115,"QUEQUEÑA (AREQUIPA, AREQUIPA)",2,maiz morado,4,NA
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040115,"QUEQUEÑA (AREQUIPA, AREQUIPA)",3,maiz amarillo duro,3,NA
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040115,"QUEQUEÑA (AREQUIPA, AREQUIPA)",4,maiz amilaceo,3,1
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040115,"QUEQUEÑA (AREQUIPA, AREQUIPA)",5,avena forrajera,2,NA
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040116,"SABANDIA (AREQUIPA, AREQUIPA)",1,alfalfa,11,19
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040116,"SABANDIA (AREQUIPA, AREQUIPA)",2,flores de corte,2,NA
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040116,"SABANDIA (AREQUIPA, AREQUIPA)",3,maiz chala,2,NA
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040116,"SABANDIA (AREQUIPA, AREQUIPA)",4,maiz morado,2,1
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040116,"SABANDIA (AREQUIPA, AREQUIPA)",5,arveja grano verde,1,NA
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040117,"SACHACA (AREQUIPA, AREQUIPA)",1,ajo,11,8
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040117,"SACHACA (AREQUIPA, AREQUIPA)",2,huacatay,4,1
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040117,"SACHACA (AREQUIPA, AREQUIPA)",3,perejil,3,NA
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040117,"SACHACA (AREQUIPA, AREQUIPA)",4,apio,1,NA
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040117,"SACHACA (AREQUIPA, AREQUIPA)",5,chirimoyo,1,NA
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040118,"SAN JUAN DE SIGUAS (AREQUIPA, AREQUIPA)",1,alfalfa,NA,6
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040118,"SAN JUAN DE SIGUAS (AREQUIPA, AREQUIPA)",2,higuera,NA,1
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040118,"SAN JUAN DE SIGUAS (AREQUIPA, AREQUIPA)",3,maiz chala,NA,6
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040118,"SAN JUAN DE SIGUAS (AREQUIPA, AREQUIPA)",4,pacae,NA,1
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040120,"SANTA ISABEL DE SIGUAS (AREQUIPA, AREQUIPA)",1,ajo,NA,1
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040120,"SANTA ISABEL DE SIGUAS (AREQUIPA, AREQUIPA)",2,alfalfa,NA,11
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040120,"SANTA ISABEL DE SIGUAS (AREQUIPA, AREQUIPA)",3,higuera,NA,1
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040120,"SANTA ISABEL DE SIGUAS (AREQUIPA, AREQUIPA)",4,maiz chala,NA,1
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040120,"SANTA ISABEL DE SIGUAS (AREQUIPA, AREQUIPA)",5,maiz morado,NA,4
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040121,"SANTA RITA DE SIGUAS (AREQUIPA, AREQUIPA)",1,alfalfa,6,7
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040121,"SANTA RITA DE SIGUAS (AREQUIPA, AREQUIPA)",2,maiz chala,4,5
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040121,"SANTA RITA DE SIGUAS (AREQUIPA, AREQUIPA)",3,cebolla,3,3
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040121,"SANTA RITA DE SIGUAS (AREQUIPA, AREQUIPA)",4,papa blanca,2,3
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040121,"SANTA RITA DE SIGUAS (AREQUIPA, AREQUIPA)",5,aji,1,NA
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040122,"SOCABAYA (AREQUIPA, AREQUIPA)",1,alfalfa,14,NA
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040122,"SOCABAYA (AREQUIPA, AREQUIPA)",2,avena forrajera,1,NA
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040122,"SOCABAYA (AREQUIPA, AREQUIPA)",3,espinaca,1,NA
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040122,"SOCABAYA (AREQUIPA, AREQUIPA)",4,haba forrajera,1,NA
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040122,"SOCABAYA (AREQUIPA, AREQUIPA)",5,maiz amilaceo,1,NA
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040123,"TIABAYA (AREQUIPA, AREQUIPA)",1,apio,10,NA
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040123,"TIABAYA (AREQUIPA, AREQUIPA)",2,ajo,6,1
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040123,"TIABAYA (AREQUIPA, AREQUIPA)",3,alfalfa,2,3
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040123,"TIABAYA (AREQUIPA, AREQUIPA)",4,arveja grano verde,2,2
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040123,"TIABAYA (AREQUIPA, AREQUIPA)",5,hierba buena,2,NA
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",1,cebolla,17,9
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",2,papa blanca,13,5
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",3,alfalfa,5,2
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",4,arveja grano verde,5,1
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",5,fresa,3,4
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040125,"VITOR (AREQUIPA, AREQUIPA)",1,alfalfa,25,99
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040125,"VITOR (AREQUIPA, AREQUIPA)",2,guayabo,11,23
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040125,"VITOR (AREQUIPA, AREQUIPA)",3,naranjo,9,9
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040125,"VITOR (AREQUIPA, AREQUIPA)",4,maiz chala,8,105
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040125,"VITOR (AREQUIPA, AREQUIPA)",5,zanahoria,8,18
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040126,"YANAHUARA (AREQUIPA, AREQUIPA)",1,ajo,NA,1
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040126,"YANAHUARA (AREQUIPA, AREQUIPA)",2,alfalfa,NA,1
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040126,"YANAHUARA (AREQUIPA, AREQUIPA)",3,brocoli,NA,4
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040126,"YANAHUARA (AREQUIPA, AREQUIPA)",4,lechuga,NA,3
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040127,"YARABAMBA (AREQUIPA, AREQUIPA)",1,alfalfa,NA,3
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040128,"YURA (AREQUIPA, AREQUIPA)",1,alfalfa,13,21
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040128,"YURA (AREQUIPA, AREQUIPA)",2,cebolla,8,1
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040128,"YURA (AREQUIPA, AREQUIPA)",3,maiz choclo,5,NA
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040128,"YURA (AREQUIPA, AREQUIPA)",4,ajo,3,NA
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040128,"YURA (AREQUIPA, AREQUIPA)",5,maiz morado,3,1
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040129,"JOSE LUIS BUSTAMANTE Y RIVERO (AREQUIPA, AREQUIPA)",1,alfalfa,NA,2
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040129,"JOSE LUIS BUSTAMANTE Y RIVERO (AREQUIPA, AREQUIPA)",2,arveja grano verde,NA,2
